dt,EURUSD,GBPUSD,COMBINADO
2020-09-08,1348.9100000000071,690.8950000000041,1039.8050000000112
2020-09-09,1355.450000000007,684.7350000000047,1040.1850000000118
2020-09-10,1365.9800000000073,675.6100000000046,1041.590000000012
2020-09-11,1365.8000000000075,685.1800000000048,1050.9800000000123
2020-09-12,,,
2020-09-13,,,
2020-09-14,1365.6200000000076,692.3700000000049,1057.9900000000125
2020-09-15,1365.4400000000078,692.1900000000048,1057.6300000000128
2020-09-16,1368.140000000008,695.5600000000045,1063.7000000000126
2020-09-17,1375.3350000000073,695.3800000000044,1070.715000000012
2020-09-18,1374.5550000000073,709.4350000000047,1083.990000000012
2020-09-19,,,
2020-09-20,,,
2020-09-21,1369.2500000000073,715.540000000005,1084.7900000000122
2020-09-22,1357.670000000007,710.2300000000052,1067.9000000000124
2020-09-23,1351.0200000000061,705.4850000000049,1056.505000000011
2020-09-24,1355.5900000000056,716.7150000000041,1072.3050000000098
2020-09-25,1348.6600000000055,733.1750000000053,1081.835000000011
2020-09-26,,,
2020-09-27,,,
2020-09-28,1355.620000000006,712.1900000000066,1067.8100000000127
2020-09-29,1364.2900000000059,721.680000000006,1085.970000000012
2020-09-30,1364.110000000006,712.1650000000067,1076.2750000000128
